anio,mes,dia,hora(utc),altura(mm)
2016,2,17,22,4 
2016,2,17,23,130 
2016,2,18,0,296 
2016,2,18,1,463 
2016,2,18,2,593 
2016,2,18,3,662 
2016,2,18,4,664 
2016,2,18,5,615 
2016,2,18,6,552 
2016,2,18,7,507 
2016,2,18,8,498 
2016,2,18,9,538 
2016,2,18,10,621 
2016,2,18,11,721 
2016,2,18,12,806 
2016,2,18,13,854 
2016,2,18,14,845 
2016,2,18,15,767 
2016,2,18,16,625 
2016,2,18,17,436 
2016,2,18,18,230 
2016,2,18,19,41 
2016,2,18,20,-97 
2016,2,18,21,-153 
2016,2,18,22,-115 
2016,2,18,23,6 
2016,2,19,0,187 
2016,2,19,1,391 
2016,2,19,2,570 
2016,2,19,3,681 
2016,2,19,4,705 
2016,2,19,5,651 
2016,2,19,6,553 
2016,2,19,7,459 
2016,2,19,8,406 
2016,2,19,9,416 
2016,2,19,10,496 
2016,2,19,11,626 
2016,2,19,12,762 
2016,2,19,13,868 
2016,2,19,14,918 
2016,2,19,15,888 
2016,2,19,16,770 
2016,2,19,17,583 
2016,2,19,18,356 
2016,2,19,19,128 
2016,2,19,20,-62 
2016,2,19,21,-175 
2016,2,19,22,-184 
2016,2,19,23,-86 
2016,2,20,0,90 
2016,2,20,1,307 
2016,2,20,2,518 
2016,2,20,3,670 
2016,2,20,4,726 
2016,2,20,5,685 
2016,2,20,6,575 
2016,2,20,7,445 
2016,2,20,8,346 
2016,2,20,9,316 
2016,2,20,10,371 
2016,2,20,11,504 
2016,2,20,12,675 
2016,2,20,13,831 
2016,2,20,14,934 
2016,2,20,15,957 
2016,2,20,16,880 
2016,2,20,17,711 
2016,2,20,18,483 
2016,2,20,19,238 
2016,2,20,20,16 
2016,2,20,21,-143 
2016,2,20,22,-199 
2016,2,20,23,-138 
2016,2,21,0,22 
2016,2,21,1,236 
2016,2,21,2,460 
2016,2,21,3,641 
2016,2,21,4,732 
2016,2,21,5,713 
2016,2,21,6,606 
2016,2,21,7,458 
2016,2,21,8,322 
2016,2,21,9,248 
2016,2,21,10,266 
2016,2,21,11,378 
2016,2,21,12,559 
2016,2,21,13,753 
2016,2,21,14,904 
2016,2,21,15,977 
2016,2,21,16,947 
2016,2,21,17,809 
2016,2,21,18,593 
2016,2,21,19,346 
2016,2,21,20,110 
2016,2,21,21,-77 
2016,2,21,22,-173 
2016,2,21,23,-151 
2016,2,22,0,-17 
2016,2,22,1,188 
2016,2,22,2,413 
2016,2,22,3,610 
2016,2,22,4,729 
2016,2,22,5,737 
2016,2,22,6,643 
2016,2,22,7,491 
2016,2,22,8,332 
2016,2,22,9,218 
2016,2,22,10,192 
2016,2,22,11,269 
2016,2,22,12,434 
2016,2,22,13,643 
2016,2,22,14,833 
2016,2,22,15,952 
2016,2,22,16,970 
2016,2,22,17,874 
2016,2,22,18,682 
2016,2,22,19,443 
2016,2,22,20,205 
2016,2,22,21,4 
2016,2,22,22,-120 
2016,2,22,23,-133 
2016,2,23,0,-29 
2016,2,23,1,160 
2016,2,23,2,381 
2016,2,23,3,583 
2016,2,23,4,721 
2016,2,23,5,756 
2016,2,23,6,682 
2016,2,23,7,536 
2016,2,23,8,368 
2016,2,23,9,226 
2016,2,23,10,156 
2016,2,23,11,188 
2016,2,23,12,319 
2016,2,23,13,518 
2016,2,23,14,727 
2016,2,23,15,886 
2016,2,23,16,950 
2016,2,23,17,901 
2016,2,23,18,747 
2016,2,23,19,526 
2016,2,23,20,295 
2016,2,23,21,93 
2016,2,23,22,-47 
2016,2,23,23,-90 
2016,2,24,0,-18 
2016,2,24,1,149 
2016,2,24,2,360 
2016,2,24,3,563 
2016,2,24,4,711 
2016,2,24,5,768 
2016,2,24,6,719 
2016,2,24,7,586 
2016,2,24,8,418 
2016,2,24,9,262 
2016,2,24,10,159 
2016,2,24,11,143 
2016,2,24,12,229 
2016,2,24,13,398 
2016,2,24,14,602 
2016,2,24,15,784 
2016,2,24,16,889 
2016,2,24,17,887 
2016,2,24,18,778 
2016,2,24,19,590 
2016,2,24,20,375 
2016,2,24,21,180 
2016,2,24,22,37 
2016,2,24,23,-26 
2016,2,25,0,15 
2016,2,25,1,155 
2016,2,25,2,350 
2016,2,25,3,549 
2016,2,25,4,702 
2016,2,25,5,775 
2016,2,25,6,748 
2016,2,25,7,635 
2016,2,25,8,475 
2016,2,25,9,316 
2016,2,25,10,193 
2016,2,25,11,137 
2016,2,25,12,174 
2016,2,25,13,300 
2016,2,25,14,478 
2016,2,25,15,659 
2016,2,25,16,791 
2016,2,25,17,831 
2016,2,25,18,769 
2016,2,25,19,624 
2016,2,25,20,438 
2016,2,25,21,259 
2016,2,25,22,122 
2016,2,25,23,51 
2016,2,26,0,67 
2016,2,26,1,177 
2016,2,26,2,351 
2016,2,26,3,539 
2016,2,26,4,693 
2016,2,26,5,777 
2016,2,26,6,770 
2016,2,26,7,678 
2016,2,26,8,533 
2016,2,26,9,378 
2016,2,26,10,246 
2016,2,26,11,164 
2016,2,26,12,156 
2016,2,26,13,233 
2016,2,26,14,373 
2016,2,26,15,533 
2016,2,26,16,669 
2016,2,26,17,740 
2016,2,26,18,720 
2016,2,26,19,620 
2016,2,26,20,473 
2016,2,26,21,320 
2016,2,26,22,196 
2016,2,26,23,128 
2016,2,27,0,130 
2016,2,27,1,212 
2016,2,27,2,360 
2016,2,27,3,532 
2016,2,27,4,681 
2016,2,27,5,772 
2016,2,27,6,784 
2016,2,27,7,715 
2016,2,27,8,590 
2016,2,27,9,444 
2016,2,27,10,312 
2016,2,27,11,216 
2016,2,27,12,174 
2016,2,27,13,203 
2016,2,27,14,298 
2016,2,27,15,425 
2016,2,27,16,545 
2016,2,27,17,626 
2016,2,27,18,640 
2016,2,27,19,581 
2016,2,27,20,475 
2016,2,27,21,356 
2016,2,27,22,255 
2016,2,27,23,196 
2016,2,28,0,195 
2016,2,28,1,255 
2016,2,28,2,373 
2016,2,28,3,524 
2016,2,28,4,664 
2016,2,28,5,758 
2016,2,28,6,785 
2016,2,28,7,741 
2016,2,28,8,641 
2016,2,28,9,514 
2016,2,28,10,388 
2016,2,28,11,285 
2016,2,28,12,221 
2016,2,28,13,211 
2016,2,28,14,256 
2016,2,28,15,341 
2016,2,28,16,433 
2016,2,28,17,504 
2016,2,28,18,535 
2016,2,28,19,511 
2016,2,28,20,444 
2016,2,28,21,363 
2016,2,28,22,293 
2016,2,28,23,251 
2016,2,29,0,253 
2016,2,29,1,302 
2016,2,29,2,393 
2016,2,29,3,514 
2016,2,29,4,638 
2016,2,29,5,730 
2016,2,29,6,770 
2016,2,29,7,751 
2016,2,29,8,681 
2016,2,29,9,581 
2016,2,29,10,473 
2016,2,29,11,372 
2016,2,29,12,295 
2016,2,29,13,253 
2016,2,29,14,253 
2016,2,29,15,288 
2016,2,29,16,341 
2016,2,29,17,388 
2016,2,29,18,416 
2016,2,29,19,414 
2016,2,29,20,383 
2016,2,29,21,339 
2016,2,29,22,305 
2016,2,29,23,291 
