Date Time, Water Level, Sigma, I, L 
2017-01-30 06:00,1.516,0.030,0,0
2017-01-30 07:00,1.056,0.023,0,0
2017-01-30 08:00,0.564,0.016,0,0
2017-01-30 09:00,0.243,0.020,0,0
2017-01-30 10:00,0.299,0.023,0,0
2017-01-30 11:00,0.761,0.020,0,0
2017-01-30 12:00,1.421,0.016,0,0
2017-01-30 13:00,2.096,0.016,0,0
2017-01-30 14:00,2.546,0.026,0,0
2017-01-30 15:00,2.884,0.026,0,0
2017-01-30 16:00,2.812,0.026,0,0
2017-01-30 17:00,2.313,0.036,0,0
2017-01-30 18:00,1.814,0.023,0,0
2017-01-30 19:00,1.447,0.020,0,0
2017-01-30 20:00,1.001,0.036,0,0
2017-01-30 21:00,0.433,0.030,0,0
2017-01-30 22:00,0.203,0.052,0,0
2017-01-30 23:00,0.472,0.079,0,0
2017-01-31 00:00,1.063,0.089,0,0
2017-01-31 01:00,1.542,0.141,0,0
2017-01-31 02:00,1.991,0.121,0,0
2017-01-31 03:00,2.290,0.112,0,0
2017-01-31 04:00,2.395,0.082,0,0
2017-01-31 05:00,2.178,0.075,0,0
2017-01-31 06:00,1.631,0.089,0,0
2017-01-31 07:00,1.070,0.141,0,0
2017-01-31 08:00,0.620,0.052,0,0
2017-01-31 09:00,0.187,0.033,0,0
2017-01-31 10:00,-0.108,0.049,0,0
2017-01-31 11:00,0.052,0.046,0,0
2017-01-31 12:00,0.528,0.043,0,0
2017-01-31 13:00,1.191,0.052,0,0
2017-01-31 14:00,1.860,0.039,0,0
2017-01-31 15:00,2.431,0.039,0,0
2017-01-31 16:00,2.713,0.020,0,0
2017-01-31 17:00,2.379,0.016,0,0
2017-01-31 18:00,1.995,0.026,0,0
2017-01-31 19:00,1.496,0.023,0,0
2017-01-31 20:00,1.230,0.023,0,0
2017-01-31 21:00,0.856,0.026,0,0
2017-01-31 22:00,0.522,0.023,0,0
2017-01-31 23:00,0.607,0.062,0,0 
2017-02-01 00:00,0.968,0.066,0,0
2017-02-01 01:00,1.486,0.049,0,0
2017-02-01 02:00,2.054,0.052,0,0
2017-02-01 03:00,2.510,0.043,0,0
2017-02-01 04:00,2.854,0.039,0,0
2017-02-01 05:00,2.992,0.046,0,0
2017-02-01 06:00,2.546,0.052,0,0
2017-02-01 07:00,2.051,0.039,0,0
2017-02-01 08:00,1.604,0.036,0,0
2017-02-01 09:00,1.043,0.033,0,0
2017-02-01 10:00,0.502,0.026,0,0
2017-02-01 11:00,0.394,0.026,0,0
2017-02-01 12:00,0.449,0.026,0,0
2017-02-01 13:00,0.938,0.049,0,0
2017-02-01 14:00,1.391,0.046,0,0
2017-02-01 15:00,1.808,0.095,0,0
2017-02-01 16:00,2.218,0.121,0,0
2017-02-01 17:00,2.254,0.154,0,0
2017-02-01 18:00,1.919,0.171,0,0
2017-02-01 19:00,1.335,0.131,0,0
2017-02-01 20:00,0.833,0.180,0,0
2017-02-01 21:00,0.522,0.118,0,0
2017-02-01 22:00,0.256,0.112,0,0
2017-02-01 23:00,-0.082,0.089,0,0
2017-02-02 00:00,0.072,0.069,0,0
2017-02-02 01:00,0.469,0.036,0,0
2017-02-02 02:00,1.083,0.052,0,0
2017-02-02 03:00,1.673,0.033,0,0
2017-02-02 04:00,2.198,0.033,0,0
2017-02-02 05:00,2.484,0.072,0,0
2017-02-02 06:00,2.457,0.079,0,0
2017-02-02 07:00,2.005,0.056,0,0
2017-02-02 08:00,1.572,0.056,0,0
2017-02-02 09:00,1.148,0.049,0,0
2017-02-02 10:00,0.659,0.046,0,0
2017-02-02 11:00,0.253,0.046,0,0
2017-02-02 12:00,0.138,0.033,0,0
2017-02-02 13:00,0.492,0.026,0,0
2017-02-02 14:00,0.906,0.026,0,0
2017-02-02 15:00,1.424,0.026,0,0
2017-02-02 16:00,1.857,0.020,0,0
2017-02-02 17:00,2.264,0.036,0,0
2017-02-02 18:00,2.182,0.075,0,0
2017-02-02 19:00,1.814,0.079,0,0
2017-02-02 20:00,1.345,0.092,0,0
2017-02-02 21:00,0.958,0.108,0,0
2017-02-02 22:00,0.581,0.075,0,0
2017-02-02 23:00,0.233,0.085,0,0
2017-02-03 00:00,-0.075,0.072,0,0
2017-02-03 01:00,-0.052,0.059,0,0
2017-02-03 02:00,0.387,0.052,0,0
2017-02-03 03:00,1.010,0.052,0,0
2017-02-03 04:00,1.568,0.039,0,0
2017-02-03 05:00,2.001,0.049,0,0
2017-02-03 06:00,2.339,0.043,0,0
2017-02-03 07:00,2.277,0.072,0,0
2017-02-03 08:00,1.916,0.108,0,0
2017-02-03 09:00,1.499,0.108,0,0
2017-02-03 10:00,1.109,0.072,0,0
2017-02-03 11:00,0.673,0.075,0,0
2017-02-03 12:00,0.292,0.056,0,0
2017-02-03 13:00,0.135,0.056,0,0
2017-02-03 14:00,0.364,0.036,0,0
2017-02-03 15:00,0.761,0.033,0,0
2017-02-03 16:00,1.270,0.026,0,0
2017-02-03 17:00,1.657,0.030,0,0
2017-02-03 18:00,1.998,0.023,0,0
2017-02-03 19:00,2.116,0.023,0,0
2017-02-03 20:00,1.850,0.026,0,0
2017-02-03 21:00,1.391,0.036,0,0
2017-02-03 22:00,1.076,0.039,0,0
2017-02-03 23:00,0.840,0.039,0,0
2017-02-04 00:00,0.486,0.033,0,0
2017-02-04 01:00,0.174,0.033,0,0
2017-02-04 02:00,0.233,0.079,0,0
2017-02-04 03:00,0.676,0.115,0,0
2017-02-04 04:00,1.230,0.128,0,0
2017-02-04 05:00,1.696,0.285,0,0
2017-02-04 06:00,2.070,0.312,0,0
2017-02-04 07:00,2.244,0.226,0,0
2017-02-04 08:00,2.096,0.262,0,0
2017-02-04 09:00,1.680,0.295,0,0
2017-02-04 10:00,1.273,0.223,0,0
2017-02-04 11:00,0.866,0.197,0,0
2017-02-04 12:00,0.387,0.177,0,0
2017-02-04 13:00,-0.171,0.174,0,0
2017-02-04 14:00,-0.344,0.174,0,0
2017-02-04 15:00,-0.174,0.177,0,0
2017-02-04 16:00,0.203,0.118,0,0
2017-02-04 17:00,0.709,0.112,0,0
2017-02-04 18:00,1.224,0.092,0,0
2017-02-04 19:00,1.542,0.082,0,0
2017-02-04 20:00,1.565,0.075,0,0
2017-02-04 21:00,1.352,0.105,0,0
2017-02-04 22:00,1.096,0.125,0,0
2017-02-04 23:00,0.833,0.131,0,0
2017-02-05 00:00,0.476,0.118,0,0
2017-02-05 01:00,0.079,0.098,0,0
2017-02-05 02:00,-0.177,0.102,0,0
2017-02-05 03:00,0.013,0.082,0,0
2017-02-05 04:00,0.456,0.069,0,0
2017-02-05 05:00,1.086,0.085,0,0
2017-02-05 06:00,1.483,0.092,0,0
2017-02-05 07:00,1.883,0.108,0,0
2017-02-05 08:00,2.106,0.075,0,0
2017-02-05 09:00,2.119,0.069,0,0
2017-02-05 10:00,1.814,0.072,0,0
2017-02-05 11:00,1.549,0.102,0,0
2017-02-05 12:00,1.165,0.056,0,0
2017-02-05 13:00,0.823,0.075,0,0
2017-02-05 14:00,0.292,0.062,0,0
2017-02-05 15:00,0.095,0.062,0,0
2017-02-05 16:00,0.125,0.039,0,0
2017-02-05 17:00,0.528,0.052,0,0
2017-02-05 18:00,1.093,0.049,0,0
2017-02-05 19:00,1.368,0.059,0,0
2017-02-05 20:00,1.545,0.069,0,0
2017-02-05 21:00,1.736,0.082,0,0
2017-02-05 22:00,1.460,0.095,0,0
2017-02-05 23:00,1.286,0.135,0,0
2017-02-06 00:00,1.001,0.121,0,0
2017-02-06 01:00,0.610,0.102,0,0
2017-02-06 02:00,0.240,0.112,0,0
2017-02-06 03:00,-0.138,0.105,0,0
2017-02-06 04:00,-0.066,0.148,0,0
2017-02-06 05:00,0.387,0.102,0,0
2017-02-06 06:00,1.020,0.128,0,0
2017-02-06 07:00,1.348,0.194,0,0
2017-02-06 08:00,1.631,0.180,0,0
2017-02-06 09:00,1.850,0.128,0,0
2017-02-06 10:00,1.818,0.095,0,0
2017-02-06 11:00,1.575,0.112,0,0
2017-02-06 12:00,1.201,0.131,0,0
2017-02-06 13:00,0.925,0.095,0,0
2017-02-06 14:00,0.554,0.105,0,0
2017-02-06 15:00,-0.069,0.102,0,0
2017-02-06 16:00,-0.433,0.085,0,0
2017-02-06 17:00,-0.466,0.056,0,0
2017-02-06 18:00,0.043,0.033,0,0
2017-02-06 19:00,0.702,0.039,0,0
2017-02-06 20:00,1.171,0.036,0,0
2017-02-06 21:00,1.450,0.046,0,0
2017-02-06 22:00,1.673,0.049,0,0
2017-02-06 23:00,1.588,0.043,0,0
2017-02-07 00:00,1.227,0.039,0,0
2017-02-07 01:00,0.869,0.059,0,0
2017-02-07 02:00,0.640,0.052,0,0
2017-02-07 03:00,0.243,0.056,0,0
2017-02-07 04:00,0.056,0.026,0,0
2017-02-07 05:00,0.230,0.020,0,0
2017-02-07 06:00,0.696,0.013,0,0
2017-02-07 07:00,1.260,0.016,0,0
2017-02-07 08:00,1.667,0.016,0,0
2017-02-07 09:00,2.133,0.020,0,0
2017-02-07 10:00,2.464,0.020,0,0
2017-02-07 11:00,2.579,0.023,0,0
2017-02-07 12:00,2.333,0.020,0,0
2017-02-07 13:00,2.018,0.023,0,0
2017-02-07 14:00,1.611,0.049,0,0
2017-02-07 15:00,1.073,0.079,0,0
2017-02-07 16:00,0.568,0.062,0,0
2017-02-07 17:00,0.259,0.049,0,0
2017-02-07 18:00,0.164,0.062,0,0
2017-02-07 19:00,0.873,0.033,0,0
2017-02-07 20:00,1.483,0.062,0,0
2017-02-07 21:00,2.014,0.075,0,0
2017-02-07 22:00,2.418,0.049,0,0
2017-02-07 23:00,2.539,0.043,0,0
2017-02-08 00:00,2.372,0.043,0,0
2017-02-08 01:00,1.841,0.052,0,0
2017-02-08 02:00,1.450,0.052,0,0
2017-02-08 03:00,1.230,0.030,0,0
2017-02-08 04:00,0.896,0.030,0,0
2017-02-08 05:00,0.781,0.026,0,0
2017-02-08 06:00,0.774,0.030,0,0
2017-02-08 07:00,1.247,0.033,0,0
2017-02-08 08:00,1.890,0.026,0,0
2017-02-08 09:00,2.536,0.023,0,0
2017-02-08 10:00,3.081,0.030,0,0
2017-02-08 11:00,3.406,0.033,0,0
2017-02-08 12:00,3.491,0.033,0,0
2017-02-08 13:00,3.130,0.033,0,0
2017-02-08 14:00,2.700,0.033,0,0
2017-02-08 15:00,2.110,0.043,0,0
2017-02-08 16:00,1.457,0.026,0,0
2017-02-08 17:00,0.810,0.023,0,0
2017-02-08 18:00,0.443,0.030,0,0
2017-02-08 19:00,0.479,0.026,0,0
2017-02-08 20:00,1.076,0.023,0,0
2017-02-08 21:00,1.736,0.026,0,0
2017-02-08 22:00,2.231,0.030,0,0
2017-02-08 23:00,2.605,0.033,0,0
2017-02-09 00:00,2.858,0.036,0,0
2017-02-09 01:00,2.569,0.036,0,0
2017-02-09 02:00,2.064,0.033,0,0
2017-02-09 03:00,1.601,0.036,0,0
2017-02-09 04:00,1.227,0.030,0,0
2017-02-09 05:00,0.794,0.030,0,0
2017-02-09 06:00,0.505,0.016,0,0
2017-02-09 07:00,0.545,0.026,0,0
2017-02-09 08:00,1.122,0.026,0,0
2017-02-09 09:00,1.798,0.023,0,0
2017-02-09 10:00,2.490,0.030,0,0
2017-02-09 11:00,3.163,0.026,0,0
2017-02-09 12:00,3.537,0.026,0,0
2017-02-09 13:00,3.465,0.046,0,0
2017-02-09 14:00,3.314,0.092,0,0
2017-02-09 15:00,3.136,0.125,0,0
2017-02-09 16:00,2.589,0.210,0,0
2017-02-09 17:00,2.113,0.430,0,0
2017-02-09 18:00,1.529,0.341,0,0
2017-02-09 19:00,0.971,0.371,0,0
2017-02-09 20:00,0.702,0.387,0,0
2017-02-09 21:00,1.214,0.341,0,0
2017-02-09 22:00,2.192,0.449,0,0
2017-02-09 23:00,2.385,0.449,0,0
2017-02-10 00:00,2.474,0.453,0,0
2017-02-10 01:00,2.362,0.486,0,0
2017-02-10 02:00,2.149,0.449,0,0
2017-02-10 03:00,1.896,0.397,0,0
2017-02-10 04:00,1.161,0.482,0,0
2017-02-10 05:00,0.715,0.371,0,0
2017-02-10 06:00,0.092,0.351,0,0
2017-02-10 07:00,-0.548,0.358,0,0
2017-02-10 08:00,-0.299,0.292,0,0
2017-02-10 09:00,0.489,0.253,0,0
2017-02-10 10:00,1.260,0.233,0,0
2017-02-10 11:00,1.932,0.236,0,0
2017-02-10 12:00,2.070,0.223,0,0
2017-02-10 13:00,2.434,0.203,0,0
2017-02-10 14:00,2.149,0.161,0,0
2017-02-10 15:00,1.732,0.197,0,0
2017-02-10 16:00,1.286,0.253,0,0
2017-02-10 17:00,0.863,0.148,0,0
2017-02-10 18:00,0.059,0.194,0,0
2017-02-10 19:00,-0.551,0.157,0,0
2017-02-10 20:00,-0.761,0.154,0,0
2017-02-10 21:00,-0.571,0.148,0,0
2017-02-10 22:00,0.118,0.135,0,0
2017-02-10 23:00,0.853,0.089,0,0
2017-02-11 00:00,1.362,0.082,0,0
2017-02-11 01:00,1.637,0.066,0,0
2017-02-11 02:00,1.660,0.056,0,0
2017-02-11 03:00,1.247,0.033,0,0
2017-02-11 04:00,0.712,0.062,0,0
2017-02-11 05:00,0.348,0.062,0,0
2017-02-11 06:00,0.105,0.056,0,0
2017-02-11 07:00,-0.518,0.049,0,0
2017-02-11 08:00,-0.702,0.066,0,0
2017-02-11 09:00,-0.197,0.039,0,0
2017-02-11 10:00,0.663,0.033,0,0
2017-02-11 11:00,1.549,0.026,0,0
2017-02-11 12:00,2.369,0.033,0,0
2017-02-11 13:00,2.913,0.023,0,0
2017-02-11 14:00,3.212,0.023,0,0
2017-02-11 15:00,2.927,0.039,0,0
2017-02-11 16:00,2.375,0.036,0,0
2017-02-11 17:00,1.854,0.030,0,0
2017-02-11 18:00,1.329,0.043,0,0
2017-02-11 19:00,0.722,0.023,0,0
2017-02-11 20:00,0.138,0.030,0,0
2017-02-11 21:00,-0.056,0.039,0,0
2017-02-11 22:00,0.449,0.033,0,0
2017-02-11 23:00,1.237,0.023,0,0
2017-02-12 00:00,1.860,0.026,0,0
2017-02-12 01:00,2.224,0.026,0,0
2017-02-12 02:00,2.507,0.023,0,0
2017-02-12 03:00,2.418,0.036,0,0
2017-02-12 04:00,1.942,0.036,0,0
2017-02-12 05:00,1.385,0.043,0,0
2017-02-12 06:00,0.974,0.052,0,0
2017-02-12 07:00,0.466,0.059,0,0
2017-02-12 08:00,-0.049,0.056,0,0
2017-02-12 09:00,-0.151,0.056,0,0
2017-02-12 10:00,0.302,0.043,0,0
2017-02-12 11:00,1.132,0.036,0,0
2017-02-12 12:00,1.962,0.062,0,0
2017-02-12 13:00,2.598,0.043,0,0
2017-02-12 14:00,3.022,0.036,0,0
2017-02-12 15:00,3.248,0.052,0,0
2017-02-12 16:00,3.150,0.072,0,0
2017-02-12 17:00,2.657,0.102,0,0
2017-02-12 18:00,2.359,0.059,0,0
2017-02-12 19:00,2.008,0.066,0,0
2017-02-12 20:00,1.463,0.046,0,0
2017-02-12 21:00,1.247,0.056,0,0
2017-02-12 22:00,1.460,0.066,0,0
2017-02-12 23:00,2.031,0.066,0,0
2017-02-13 00:00,2.776,0.056,0,0
2017-02-13 01:00,3.291,0.066,0,0
2017-02-13 02:00,3.855,0.052,0,0
2017-02-13 03:00,3.999,0.085,0,0
2017-02-13 04:00,3.550,0.052,0,0
2017-02-13 05:00,2.963,0.052,0,0
2017-02-13 06:00,2.467,0.049,0,0
2017-02-13 07:00,1.765,0.043,0,0
2017-02-13 08:00,1.168,0.043,0,0
2017-02-13 09:00,0.600,0.072,0,0
2017-02-13 10:00,0.266,0.115,0,0
2017-02-13 11:00,0.272,0.184,0,0
2017-02-13 12:00,0.883,0.253,0,0
2017-02-13 13:00,1.440,0.394,0,0
2017-02-13 14:00,1.844,0.331,0,0
2017-02-13 15:00,2.280,0.492,0,0
2017-02-13 16:00,2.051,0.561,0,0
2017-02-13 17:00,1.355,0.449,0,0
2017-02-13 18:00,0.778,0.499,0,0
2017-02-13 19:00,0.489,0.479,0,0
2017-02-13 20:00,0.220,0.499,0,0
2017-02-13 21:00,-0.472,0.417,0,0
2017-02-13 22:00,-0.604,0.453,0,0
2017-02-13 23:00,-0.367,0.344,0,0
2017-02-14 00:00,0.322,0.400,0,0
2017-02-14 01:00,1.024,0.305,0,0
2017-02-14 02:00,1.598,0.295,0,0
2017-02-14 03:00,2.254,0.194,0,0
2017-02-14 04:00,2.707,0.217,0,0
2017-02-14 05:00,2.664,0.256,0,0
2017-02-14 06:00,2.297,0.217,0,0
2017-02-14 07:00,2.008,0.210,0,0
2017-02-14 08:00,1.745,0.164,0,0
2017-02-14 09:00,1.457,0.131,0,0
2017-02-14 10:00,1.319,0.082,0,0
2017-02-14 11:00,1.457,0.066,0,0
2017-02-14 12:00,1.991,0.046,0,0
2017-02-14 13:00,2.546,0.052,0,0
2017-02-14 14:00,3.051,0.049,0,0
2017-02-14 15:00,3.494,0.043,0,0
2017-02-14 16:00,3.714,0.039,0,0
2017-02-14 17:00,3.543,0.046,0,0
2017-02-14 18:00,3.176,0.043,0,0
2017-02-14 19:00,2.782,0.030,0,0
2017-02-14 20:00,2.398,0.030,0,0
2017-02-14 21:00,1.811,0.030,0,0
2017-02-14 22:00,1.342,0.039,0,0
2017-02-14 23:00,1.207,0.039,0,0
2017-02-15 00:00,1.483,0.023,0,0
2017-02-15 01:00,1.972,0.033,0,0
2017-02-15 02:00,2.454,0.033,0,0
2017-02-15 03:00,2.864,0.039,0,0
2017-02-15 04:00,3.241,0.036,0,0
2017-02-15 05:00,3.363,0.043,0,0
2017-02-15 06:00,2.969,0.036,0,0
2017-02-15 07:00,2.500,0.033,0,0
2017-02-15 08:00,2.205,0.030,0,0
2017-02-15 09:00,1.867,0.023,0,0
2017-02-15 10:00,1.490,0.030,0,0
2017-02-15 11:00,1.365,0.023,0,0
2017-02-15 12:00,1.476,0.036,0,0
2017-02-15 13:00,1.827,0.026,0,0
2017-02-15 14:00,2.293,0.033,0,0
2017-02-15 15:00,2.831,0.033,0,0
2017-02-15 16:00,3.209,0.039,0,0
2017-02-15 17:00,3.422,0.036,0,0
2017-02-15 18:00,3.251,0.039,0,0
2017-02-15 19:00,2.854,0.036,0,0
2017-02-15 20:00,2.444,0.033,0,0
2017-02-15 21:00,2.169,0.030,0,0
2017-02-15 22:00,1.811,0.026,0,0
2017-02-15 23:00,1.532,0.033,0,0
2017-02-16 00:00,1.549,0.033,0,0
2017-02-16 01:00,2.014,0.023,0,0
2017-02-16 02:00,2.165,0.194,0,0
2017-02-16 03:00,2.198,0.233,0,0
2017-02-16 04:00,2.749,0.243,0,0
2017-02-16 05:00,3.061,0.194,0,0
2017-02-16 06:00,2.943,0.226,0,0
2017-02-16 07:00,2.451,0.203,0,0
2017-02-16 08:00,2.100,0.256,0,0
2017-02-16 09:00,1.765,0.177,0,0
2017-02-16 10:00,1.332,0.230,0,0
2017-02-16 11:00,1.001,0.203,0,0
2017-02-16 12:00,0.833,0.203,0,0
2017-02-16 13:00,0.978,0.200,0,0
2017-02-16 14:00,1.352,0.230,0,0
2017-02-16 15:00,1.716,0.194,0,0
2017-02-16 16:00,1.991,0.154,0,0
2017-02-16 17:00,2.362,0.121,0,0
2017-02-16 18:00,2.480,0.187,0,0
2017-02-16 19:00,2.300,0.289,0,0
2017-02-16 20:00,2.014,0.269,0,0
2017-02-16 21:00,1.824,0.207,0,0
2017-02-16 22:00,1.529,0.259,0,0
2017-02-16 23:00,1.243,0.184,0,0
2017-02-17 00:00,1.070,0.256,0,0
2017-02-17 01:00,0.984,0.190,0,0
2017-02-17 02:00,1.171,0.249,0,0
2017-02-17 03:00,1.457,0.312,0,0
2017-02-17 04:00,1.867,0.348,0,0
2017-02-17 05:00,2.195,0.384,0,0
2017-02-17 06:00,2.339,0.358,0,0
2017-02-17 07:00,2.247,0.328,0,0
2017-02-17 08:00,1.880,0.282,0,0
2017-02-17 09:00,1.453,0.240,0,0
2017-02-17 10:00,1.060,0.197,0,0
2017-02-17 11:00,0.646,0.197,0,0
2017-02-17 12:00,0.322,0.220,0,0
2017-02-17 13:00,0.072,0.164,0,0
2017-02-17 14:00,0.144,0.249,0,0
2017-02-17 15:00,0.285,0.194,0,0
2017-02-17 16:00,0.623,0.207,0,0
2017-02-17 17:00,0.889,0.213,0,0
2017-02-17 18:00,1.158,0.144,0,0
2017-02-17 19:00,1.102,0.177,0,0
2017-02-17 20:00,0.860,0.112,0,0
2017-02-17 21:00,0.591,0.079,0,0
2017-02-17 22:00,0.541,0.089,0,0
2017-02-17 23:00,0.482,0.079,0,0
2017-02-18 00:00,0.407,0.075,0,0
2017-02-18 01:00,0.197,0.062,0,0
2017-02-18 02:00,0.276,0.052,0,0
2017-02-18 03:00,0.545,0.036,0,0
2017-02-18 04:00,0.968,0.030,0,0
2017-02-18 05:00,1.430,0.020,0,0
2017-02-18 06:00,1.785,0.026,0,0
2017-02-18 07:00,1.946,0.043,0,0
2017-02-18 08:00,1.818,0.033,0,0
2017-02-18 09:00,1.699,0.043,0,0
2017-02-18 10:00,1.463,0.030,0,0
2017-02-18 11:00,1.335,0.016,0,0
2017-02-18 12:00,1.158,0.016,0,0
2017-02-18 13:00,0.922,0.033,0,0
2017-02-18 14:00,0.755,0.016,0,0
2017-02-18 15:00,0.945,0.020,0,0
2017-02-18 16:00,1.155,0.013,0,0
2017-02-18 17:00,1.414,0.020,0,0
2017-02-18 18:00,1.637,0.023,0,0
2017-02-18 19:00,1.808,0.020,0,0
2017-02-18 20:00,1.844,0.020,0,0
2017-02-18 21:00,1.814,0.026,0,0
2017-02-18 22:00,1.631,0.023,0,0
2017-02-18 23:00,1.430,0.013,0,0
2017-02-19 00:00,1.280,0.026,0,0
2017-02-19 01:00,1.145,0.023,0,0
2017-02-19 02:00,1.027,0.023,0,0
2017-02-19 03:00,1.020,0.016,0,0
2017-02-19 04:00,1.309,0.020,0,0
2017-02-19 05:00,1.686,0.016,0,0
2017-02-19 06:00,1.965,0.013,0,0
2017-02-19 07:00,2.175,0.026,0,0
2017-02-19 08:00,2.254,0.016,0,0
2017-02-19 09:00,2.096,0.020,0,0
2017-02-19 10:00,1.883,0.023,0,0
2017-02-19 11:00,1.575,0.023,0,0
2017-02-19 12:00,1.309,0.016,0,0
2017-02-19 13:00,1.063,0.016,0,0
2017-02-19 14:00,0.820,0.023,0,0
2017-02-19 15:00,0.722,0.020,0,0
2017-02-19 16:00,0.650,0.016,0,0
2017-02-19 17:00,0.925,0.016,0,0
2017-02-19 18:00,1.224,0.016,0,0
2017-02-19 19:00,1.437,0.016,0,0
2017-02-19 20:00,1.621,0.016,0,0
2017-02-19 21:00,1.703,0.023,0,0
2017-02-19 22:00,1.693,0.026,0,0
2017-02-19 23:00,1.549,0.020,0,0
2017-02-20 00:00,1.394,0.020,0,0
2017-02-20 01:00,1.243,0.020,0,0
2017-02-20 02:00,1.004,0.026,0,0
2017-02-20 03:00,0.932,0.016,0,0
2017-02-20 04:00,1.115,0.013,0,0
2017-02-20 05:00,1.398,0.020,0,0
2017-02-20 06:00,1.670,0.102,0,0
2017-02-20 07:00,1.949,0.039,0,0
2017-02-20 08:00,2.116,0.016,0,0
2017-02-20 09:00,2.218,0.013,0,0
2017-02-20 10:00,2.146,0.020,0,0
2017-02-20 11:00,1.962,0.020,0,0
2017-02-20 12:00,1.785,0.016,0,0
2017-02-20 13:00,1.555,0.013,0,0
2017-02-20 14:00,1.214,0.020,0,0
2017-02-20 15:00,0.837,0.016,0,0
2017-02-20 16:00,0.686,0.016,0,0
2017-02-20 17:00,0.823,0.023,0,0
2017-02-20 18:00,1.125,0.016,0,0
2017-02-20 19:00,1.434,0.010,0,0
2017-02-20 20:00,1.591,0.016,0,0
2017-02-20 21:00,1.722,0.020,0,0
2017-02-20 22:00,1.804,0.023,0,0
2017-02-20 23:00,1.768,0.020,0,0
2017-02-21 00:00,1.631,0.026,0,0
2017-02-21 01:00,1.467,0.020,0,0
2017-02-21 02:00,1.230,0.023,0,0
2017-02-21 03:00,1.004,0.016,0,0
2017-02-21 04:00,0.984,0.030,0,0
2017-02-21 05:00,1.096,0.020,0,0
2017-02-21 06:00,1.345,0.030,0,0
2017-02-21 07:00,1.683,0.020,0,0
2017-02-21 08:00,1.880,0.023,0,0
2017-02-21 09:00,2.106,0.023,0,0
2017-02-21 10:00,2.139,0.020,0,0
2017-02-21 11:00,2.119,0.023,0,0
2017-02-21 12:00,1.926,0.026,0,0
2017-02-21 13:00,1.680,0.016,0,0
2017-02-21 14:00,1.362,0.020,0,0
2017-02-21 15:00,1.070,0.020,0,0
2017-02-21 16:00,0.820,0.016,0,0
2017-02-21 17:00,0.633,0.020,0,0
2017-02-21 18:00,0.876,0.023,0,0
2017-02-21 19:00,1.178,0.026,0,0
2017-02-21 20:00,1.545,0.026,0,0
2017-02-21 21:00,1.650,0.020,0,0
2017-02-21 22:00,1.850,0.020,0,0
2017-02-21 23:00,1.919,0.020,0,0
2017-02-22 00:00,1.877,0.020,0,0
2017-02-22 01:00,1.555,0.026,0,0
2017-02-22 02:00,1.348,0.023,0,0
2017-02-22 03:00,1.050,0.016,0,0
2017-02-22 04:00,0.961,0.013,0,0
2017-02-22 05:00,1.040,0.013,0,0
2017-02-22 06:00,1.056,0.020,0,0
2017-02-22 07:00,1.365,0.020,0,0
2017-02-22 08:00,1.762,0.013,0,0
2017-02-22 09:00,2.034,0.023,0,0
2017-02-22 10:00,2.310,0.023,0,0
2017-02-22 11:00,2.359,0.023,0,0
2017-02-22 12:00,2.320,0.020,0,0
2017-02-22 13:00,1.995,0.023,0,0
2017-02-22 14:00,1.729,0.020,0,0
2017-02-22 15:00,1.434,0.023,0,0
2017-02-22 16:00,1.037,0.013,0,0
2017-02-22 17:00,0.712,0.026,0,0
2017-02-22 18:00,0.692,0.030,0,0
2017-02-22 19:00,0.866,0.013,0,0
2017-02-22 20:00,1.234,0.016,0,0
2017-02-22 21:00,1.516,0.020,0,0
2017-02-22 22:00,1.795,0.020,0,0
2017-02-22 23:00,2.041,0.023,0,0
2017-02-23 00:00,2.024,0.030,0,0
2017-02-23 01:00,1.719,0.026,0,0
2017-02-23 02:00,1.522,0.023,0,0
2017-02-23 03:00,1.289,0.020,0,0
2017-02-23 04:00,1.063,0.016,0,0
2017-02-23 05:00,1.001,0.020,0,0
2017-02-23 06:00,1.043,0.013,0,0
2017-02-23 07:00,1.224,0.016,0,0
2017-02-23 08:00,1.654,0.016,0,0
2017-02-23 09:00,2.024,0.020,0,0
2017-02-23 10:00,2.313,0.023,0,0
2017-02-23 11:00,2.562,0.026,0,0
2017-02-23 12:00,2.631,0.026,0,0
2017-02-23 13:00,2.415,0.026,0,0
2017-02-23 14:00,2.054,0.026,0,0
2017-02-23 15:00,1.722,0.023,0,0
2017-02-23 16:00,1.220,0.020,0,0
2017-02-23 17:00,0.778,0.013,0,0
2017-02-23 18:00,0.538,0.020,0,0
2017-02-23 19:00,0.646,0.023,0,0
2017-02-23 20:00,1.027,0.016,0,0
2017-02-23 21:00,1.444,0.020,0,0
2017-02-23 22:00,1.883,0.023,0,0
2017-02-23 23:00,2.165,0.023,0,0
2017-02-24 00:00,2.280,0.030,0,0
2017-02-24 01:00,2.159,0.030,0,0
2017-02-24 02:00,1.837,0.026,0,0
2017-02-24 03:00,1.522,0.020,0,0
2017-02-24 04:00,1.201,0.016,0,0
2017-02-24 05:00,0.866,0.016,0,0
2017-02-24 06:00,0.735,0.020,0,0
2017-02-24 07:00,0.807,0.026,0,0
2017-02-24 08:00,1.175,0.020,0,0
2017-02-24 09:00,1.598,0.023,0,0
2017-02-24 10:00,1.988,0.020,0,0
2017-02-24 11:00,2.349,0.026,0,0
