Date Time, Water Level, Sigma, O, F, R, L, Quality 
2017-01-08 12:24,2.818,0.279,0,0,0,0,v
2017-01-08 12:30,2.648,0.230,0,0,0,0,v
2017-01-08 12:36,2.759,0.259,0,0,0,0,v
2017-01-08 12:42,2.661,0.305,0,0,0,0,v
2017-01-08 12:48,2.500,0.266,0,0,0,0,v
2017-01-08 12:54,2.585,0.246,0,0,0,0,v
2017-01-08 13:00,2.562,0.203,0,0,0,0,v
2017-01-08 13:06,2.461,0.256,0,0,0,0,v
2017-01-08 13:12,2.359,0.279,0,0,0,0,v
2017-01-08 13:18,2.303,0.190,0,0,0,0,v
2017-01-08 13:24,2.267,0.194,0,0,0,0,v
2017-01-08 13:30,2.224,0.203,0,0,0,0,v
2017-01-08 13:36,2.123,0.233,0,0,0,0,v
2017-01-08 13:42,2.005,0.210,0,0,0,0,v
2017-01-08 13:48,1.952,0.190,0,0,0,0,v
2017-01-08 13:54,1.890,0.174,0,0,0,0,v
2017-01-08 14:00,1.824,0.174,0,0,0,0,v
2017-01-08 14:06,1.706,0.184,0,0,0,0,v
2017-01-08 14:12,1.621,0.154,0,0,0,0,v
2017-01-08 14:18,1.575,0.151,0,0,0,0,v
2017-01-08 14:24,1.555,0.157,0,0,0,0,v
2017-01-08 14:30,1.414,0.154,0,0,0,0,v
2017-01-08 14:36,1.368,0.138,0,0,0,0,v
2017-01-08 14:42,1.306,0.125,0,0,0,0,v
2017-01-08 14:48,1.270,0.128,0,0,0,0,v
2017-01-08 14:54,1.211,0.118,0,0,0,0,v
2017-01-08 15:00,1.112,0.138,0,0,0,0,v
2017-01-08 15:06,1.148,0.141,0,0,0,0,v
2017-01-08 15:12,0.968,0.131,0,0,0,0,v
2017-01-08 15:18,0.906,0.102,0,0,0,0,v
2017-01-08 15:24,0.915,0.105,0,0,0,0,v
2017-01-08 15:30,0.827,0.095,0,0,0,0,v
2017-01-08 15:36,0.764,0.098,0,0,0,0,v
2017-01-08 15:42,0.764,0.085,0,0,0,0,v
2017-01-08 15:48,0.738,0.092,0,0,0,0,v
2017-01-08 15:54,0.689,0.082,0,0,0,0,v
2017-01-08 16:00,0.646,0.092,0,0,0,0,v
2017-01-08 16:06,0.627,0.082,0,0,0,0,v
2017-01-08 16:12,0.528,0.092,0,0,0,0,v
2017-01-08 16:18,0.538,0.095,0,0,0,0,v
2017-01-08 16:24,0.538,0.085,0,0,0,0,v
2017-01-08 16:30,0.456,0.082,0,0,0,0,v
2017-01-08 16:36,0.449,0.066,0,0,0,0,v
2017-01-08 16:42,0.453,0.079,0,0,0,0,v
2017-01-08 16:48,0.417,0.085,0,0,0,0,v
2017-01-08 16:54,0.430,0.079,0,0,0,0,v
2017-01-08 17:00,0.436,0.075,0,0,0,0,v
2017-01-08 17:06,0.502,0.079,0,0,0,0,v
2017-01-08 17:12,0.479,0.075,0,0,0,0,v
2017-01-08 17:18,0.476,0.079,0,0,0,0,v
2017-01-08 17:24,0.551,0.072,0,0,0,0,v
2017-01-08 17:30,0.545,0.066,0,0,0,0,v
2017-01-08 17:36,0.548,0.059,0,0,0,0,v
2017-01-08 17:42,0.551,0.075,0,0,0,0,v
2017-01-08 17:48,0.614,0.069,0,0,0,0,v
2017-01-08 17:54,0.676,0.075,0,0,0,0,v
2017-01-08 18:00,0.794,0.089,0,0,0,0,v
2017-01-08 18:06,0.761,0.098,0,0,0,0,v
2017-01-08 18:12,0.787,0.082,0,0,0,0,v
2017-01-08 18:18,0.899,0.075,0,0,0,0,v
2017-01-08 18:24,0.981,0.095,0,0,0,0,v
2017-01-08 18:30,1.093,0.089,0,0,0,0,v
2017-01-08 18:36,1.155,0.079,0,0,0,0,v
2017-01-08 18:42,1.240,0.072,0,0,0,0,v
2017-01-08 18:48,1.253,0.079,0,0,0,0,v
2017-01-08 18:54,1.329,0.075,0,0,0,0,v
2017-01-08 19:00,1.444,0.079,0,0,0,0,v
2017-01-08 19:06,1.480,0.079,0,0,0,0,v
2017-01-08 19:12,1.503,0.059,0,0,0,0,v
2017-01-08 19:18,1.578,0.069,0,0,0,0,v
2017-01-08 19:24,1.594,0.082,0,0,0,0,v
2017-01-08 19:30,1.693,0.079,0,0,0,0,v
2017-01-08 19:36,1.722,0.085,0,0,0,0,v
2017-01-08 19:42,1.736,0.102,0,0,0,0,v
2017-01-08 19:48,1.713,0.092,0,0,0,0,v
2017-01-08 19:54,1.821,0.121,0,0,0,0,v
2017-01-08 20:00,1.873,0.121,0,0,0,0,v
2017-01-08 20:06,1.900,0.105,0,0,0,0,v
2017-01-08 20:12,1.870,0.112,0,0,0,0,v
2017-01-08 20:18,1.913,0.121,0,0,0,0,v
2017-01-08 20:24,1.985,0.125,0,0,0,0,v
2017-01-08 20:30,2.047,0.125,0,0,0,0,v
2017-01-08 20:36,1.991,0.125,0,0,0,0,v
2017-01-08 20:42,2.028,0.180,0,0,0,0,v
2017-01-08 20:48,2.028,0.190,0,0,0,0,v
2017-01-08 20:54,2.037,0.177,0,0,0,0,v
2017-01-08 21:00,2.064,0.151,0,0,0,0,v
2017-01-08 21:06,2.090,0.180,0,0,0,0,v
2017-01-08 21:12,2.103,0.154,0,0,0,0,v
2017-01-08 21:18,2.142,0.154,0,0,0,0,v
2017-01-08 21:24,2.192,0.177,0,0,0,0,v
2017-01-08 21:30,2.188,0.138,0,0,0,0,v
2017-01-08 21:36,2.178,0.128,0,0,0,0,v
2017-01-08 21:42,2.178,0.164,0,0,0,0,v
2017-01-08 21:48,2.175,0.151,0,0,0,0,v
2017-01-08 21:54,2.260,0.194,0,0,0,0,v
2017-01-08 22:00,2.244,0.180,0,0,0,0,v
2017-01-08 22:06,2.208,0.217,0,0,0,0,v
2017-01-08 22:12,2.215,0.144,0,0,0,0,v
2017-01-08 22:18,2.195,0.180,0,0,0,0,v
2017-01-08 22:24,2.198,0.174,0,0,0,0,v
2017-01-08 22:30,2.251,0.203,0,0,0,0,v
2017-01-08 22:36,2.110,0.256,0,0,0,0,v
2017-01-08 22:42,2.106,0.243,0,0,0,0,v
2017-01-08 22:48,2.116,0.243,0,0,0,0,v
2017-01-08 22:54,2.106,0.194,0,0,0,0,v
2017-01-08 23:00,2.031,0.190,0,0,0,0,v
2017-01-08 23:06,1.955,0.226,0,0,0,0,v
2017-01-08 23:12,1.916,0.233,0,0,0,0,v
2017-01-08 23:18,1.860,0.210,0,0,0,0,v
2017-01-08 23:24,1.795,0.210,0,0,0,0,v
2017-01-08 23:30,1.709,0.246,0,0,0,0,v
2017-01-08 23:36,1.677,0.236,0,0,0,0,v
2017-01-08 23:42,1.654,0.190,0,0,0,0,v
2017-01-08 23:48,1.640,0.217,0,0,0,0,v
2017-01-08 23:54,1.572,0.200,0,0,0,0,v
2017-01-09 00:00,1.506,0.213,0,0,0,0,v
2017-01-09 00:06,1.480,0.246,0,0,0,0,v
2017-01-09 00:12,1.434,0.187,0,0,0,0,v
2017-01-09 00:18,1.355,0.249,0,0,0,0,v
2017-01-09 00:24,1.270,0.210,0,0,0,0,v
2017-01-09 00:30,1.220,0.180,0,0,0,0,v
2017-01-09 00:36,1.194,0.243,0,0,0,0,v
2017-01-09 00:42,1.175,0.217,0,0,0,0,v
2017-01-09 00:48,1.073,0.240,0,0,0,0,v
2017-01-09 00:54,1.070,0.226,0,0,0,0,v
2017-01-09 01:00,1.053,0.246,0,0,0,0,v
2017-01-09 01:06,0.991,0.197,0,0,0,0,v
2017-01-09 01:12,0.974,0.246,0,0,0,0,v
2017-01-09 01:18,0.978,0.161,0,0,0,0,v
2017-01-09 01:24,0.906,0.236,0,0,0,0,v
2017-01-09 01:30,0.850,0.217,0,0,0,0,v
2017-01-09 01:36,0.928,0.240,0,0,0,0,v
2017-01-09 01:42,0.768,0.285,0,0,0,0,v
2017-01-09 01:48,0.686,0.210,0,0,0,0,v
2017-01-09 01:54,0.659,0.256,0,0,0,0,v
2017-01-09 02:00,0.607,0.249,0,0,0,0,v
2017-01-09 02:06,0.466,0.302,0,0,0,0,v
2017-01-09 02:12,0.331,0.253,0,0,0,0,v
2017-01-09 02:18,0.358,0.259,0,0,0,0,v
2017-01-09 02:24,0.289,0.269,0,0,0,0,v
2017-01-09 02:30,0.200,0.269,0,0,0,0,v
2017-01-09 02:36,0.118,0.299,0,0,0,0,v
2017-01-09 02:42,0.089,0.279,0,0,0,0,v
2017-01-09 02:48,0.000,0.272,0,0,0,0,v
2017-01-09 02:54,-0.059,0.249,0,0,0,0,v
2017-01-09 03:00,-0.062,0.299,0,0,0,0,v
2017-01-09 03:06,-0.197,0.302,0,0,0,0,v
2017-01-09 03:12,-0.315,0.269,0,0,0,0,v
2017-01-09 03:18,-0.305,0.259,0,0,0,0,v
2017-01-09 03:24,-0.341,0.292,0,0,0,0,v
2017-01-09 03:30,-0.394,0.276,0,0,0,0,v
2017-01-09 03:36,-0.449,0.253,0,0,0,0,v
2017-01-09 03:42,-0.502,0.220,0,0,0,0,v
2017-01-09 03:48,-0.482,0.279,0,0,0,0,v
2017-01-09 03:54,-0.505,0.262,0,0,0,0,v
2017-01-09 04:00,-0.531,0.269,0,0,0,0,v
2017-01-09 04:06,-0.564,0.253,0,0,0,0,v
2017-01-09 04:12,-0.568,0.249,0,0,0,0,v
2017-01-09 04:18,-0.554,0.236,0,0,0,0,v
2017-01-09 04:24,-0.545,0.259,0,0,0,0,v
2017-01-09 04:30,-0.535,0.246,0,0,0,0,v
2017-01-09 04:36,-0.528,0.269,0,0,0,0,v
2017-01-09 04:42,-0.561,0.262,0,0,0,0,v
2017-01-09 04:48,-0.587,0.203,0,0,0,0,v
2017-01-09 04:54,-0.505,0.246,0,0,0,0,v
2017-01-09 05:00,-0.446,0.240,0,0,0,0,v
2017-01-09 05:06,-0.502,0.282,0,0,0,0,v
2017-01-09 05:12,-0.449,0.256,0,0,0,0,v
2017-01-09 05:18,-0.358,0.233,0,0,0,0,v
2017-01-09 05:24,-0.318,0.272,0,0,0,0,v
2017-01-09 05:30,-0.315,0.262,0,0,0,0,v
2017-01-09 05:36,-0.262,0.256,0,0,0,0,v
2017-01-09 05:42,-0.184,0.276,0,0,0,0,v
2017-01-09 05:48,-0.184,0.312,0,0,0,0,v
2017-01-09 05:54,-0.115,0.256,0,0,0,0,v
2017-01-09 06:00,-0.079,0.312,0,0,0,0,v
2017-01-09 06:06,-0.039,0.292,0,0,0,0,v
2017-01-09 06:12,0.026,0.315,0,0,0,0,v
2017-01-09 06:18,0.098,0.285,0,0,0,0,v
2017-01-09 06:24,0.121,0.249,0,0,0,0,v
2017-01-09 06:30,0.174,0.302,0,0,0,0,v
2017-01-09 06:36,0.262,0.312,0,0,0,0,v
2017-01-09 06:42,0.358,0.295,0,0,0,0,v
2017-01-09 06:48,0.417,0.249,0,0,0,0,v
2017-01-09 06:54,0.466,0.223,0,0,0,0,v
2017-01-09 07:00,0.525,0.253,0,0,0,0,v
2017-01-09 07:06,0.623,0.256,0,0,0,0,v
2017-01-09 07:12,0.676,0.240,0,0,0,0,v
2017-01-09 07:18,0.696,0.210,0,0,0,0,v
2017-01-09 07:24,0.774,0.226,0,0,0,0,v
2017-01-09 07:30,0.778,0.210,0,0,0,0,v
2017-01-09 07:36,0.827,0.233,0,0,0,0,v
2017-01-09 07:42,0.896,0.253,0,0,0,0,v
2017-01-09 07:48,1.001,0.230,0,0,0,0,v
2017-01-09 07:54,1.024,0.226,0,0,0,0,v
2017-01-09 08:00,1.112,0.210,0,0,0,0,v
2017-01-09 08:06,1.168,0.253,0,0,0,0,v
2017-01-09 08:12,1.204,0.233,0,0,0,0,v
2017-01-09 08:18,1.270,0.256,0,0,0,0,v
2017-01-09 08:24,1.352,0.207,0,0,0,0,v
2017-01-09 08:30,1.368,0.236,0,0,0,0,v
2017-01-09 08:36,1.378,0.253,0,0,0,0,v
2017-01-09 08:42,1.444,0.207,0,0,0,0,v
2017-01-09 08:48,1.512,0.226,0,0,0,0,v
2017-01-09 08:54,1.555,0.200,0,0,0,0,v
2017-01-09 09:00,1.621,0.246,0,0,0,0,v
2017-01-09 09:06,1.627,0.266,0,0,0,0,v
2017-01-09 09:12,1.732,0.243,0,0,0,0,v
2017-01-09 09:18,1.749,0.220,0,0,0,0,v
2017-01-09 09:24,1.804,0.240,0,0,0,0,v
2017-01-09 09:30,1.877,0.259,0,0,0,0,v
2017-01-09 09:36,1.860,0.262,0,0,0,0,v
2017-01-09 09:42,1.955,0.223,0,0,0,0,v
2017-01-09 09:48,1.978,0.217,0,0,0,0,v
2017-01-09 09:54,1.985,0.190,0,0,0,0,v
2017-01-09 10:00,2.008,0.213,0,0,0,0,v
2017-01-09 10:06,2.044,0.190,0,0,0,0,v
2017-01-09 10:12,2.080,0.194,0,0,0,0,v
2017-01-09 10:18,2.096,0.223,0,0,0,0,v
2017-01-09 10:24,2.083,0.184,0,0,0,0,v
2017-01-09 10:30,2.116,0.246,0,0,0,0,v
2017-01-09 10:36,2.185,0.223,0,0,0,0,v
2017-01-09 10:42,2.208,0.197,0,0,0,0,v
2017-01-09 10:48,2.116,0.213,0,0,0,0,v
2017-01-09 10:54,2.123,0.197,0,0,0,0,v
2017-01-09 11:00,2.162,0.213,0,0,0,0,v
2017-01-09 11:06,2.146,0.164,0,0,0,0,v
2017-01-09 11:12,2.067,0.200,0,0,0,0,v
2017-01-09 11:18,2.064,0.164,0,0,0,0,v
2017-01-09 11:24,2.011,0.174,0,0,0,0,v
2017-01-09 11:30,2.011,0.151,0,0,0,0,v
2017-01-09 11:36,2.001,0.151,0,0,0,0,v
2017-01-09 11:42,1.929,0.177,0,0,0,0,v
2017-01-09 11:48,1.837,0.177,0,0,0,0,v
2017-01-09 11:54,1.883,0.157,0,0,0,0,v
2017-01-09 12:00,1.841,0.177,0,0,0,0,v
2017-01-09 12:06,1.795,0.131,0,0,0,0,v
2017-01-09 12:12,1.785,0.121,0,0,0,0,v
2017-01-09 12:18,1.709,0.144,0,0,0,0,v
2017-01-09 12:24,1.631,0.154,0,0,0,0,v
2017-01-09 12:30,1.621,0.151,0,0,0,0,v
2017-01-09 12:36,1.555,0.144,0,0,0,0,v
2017-01-09 12:42,1.512,0.138,0,0,0,0,v
2017-01-09 12:48,1.450,0.128,0,0,0,0,v
2017-01-09 12:54,1.407,0.138,0,0,0,0,v
2017-01-09 13:00,1.371,0.131,0,0,0,0,v
2017-01-09 13:06,1.283,0.121,0,0,0,0,v
2017-01-09 13:12,1.260,0.121,0,0,0,0,v
2017-01-09 13:18,1.191,0.128,0,0,0,0,v
2017-01-09 13:24,1.102,0.125,0,0,0,0,v
2017-01-09 13:30,1.138,0.125,0,0,0,0,v
2017-01-09 13:36,1.050,0.118,0,0,0,0,v
2017-01-09 13:42,0.938,0.121,0,0,0,0,v
2017-01-09 13:48,0.994,0.089,0,0,0,0,v
2017-01-09 13:54,0.965,0.105,0,0,0,0,v
2017-01-09 14:00,0.817,0.108,0,0,0,0,v
2017-01-09 14:06,0.823,0.082,0,0,0,0,v
2017-01-09 14:12,0.801,0.089,0,0,0,0,v
2017-01-09 14:18,0.732,0.079,0,0,0,0,v
2017-01-09 14:24,0.699,0.062,0,0,0,0,v
2017-01-09 14:30,0.732,0.069,0,0,0,0,v
2017-01-09 14:36,0.610,0.075,0,0,0,0,v
2017-01-09 14:42,0.600,0.062,0,0,0,0,v
2017-01-09 14:48,0.594,0.075,0,0,0,0,v
2017-01-09 14:54,0.525,0.075,0,0,0,0,v
2017-01-09 15:00,0.459,0.059,0,0,0,0,v
2017-01-09 15:06,0.433,0.049,0,0,0,0,v
2017-01-09 15:12,0.361,0.062,0,0,0,0,v
2017-01-09 15:18,0.272,0.043,0,0,0,0,v
2017-01-09 15:24,0.269,0.052,0,0,0,0,v
2017-01-09 15:30,0.180,0.046,0,0,0,0,v
2017-01-09 15:36,0.108,0.049,0,0,0,0,v
2017-01-09 15:42,0.059,0.043,0,0,0,0,v
2017-01-09 15:48,-0.046,0.039,0,0,0,0,v
2017-01-09 15:54,-0.121,0.049,0,0,0,0,v
2017-01-09 16:00,-0.194,0.052,0,0,0,0,v
2017-01-09 16:06,-0.253,0.062,0,0,0,0,v
2017-01-09 16:12,-0.371,0.052,0,0,0,0,v
2017-01-09 16:18,-0.377,0.066,0,0,0,0,v
2017-01-09 16:24,-0.459,0.052,0,0,0,0,v
2017-01-09 16:30,-0.561,0.049,0,0,0,0,v
2017-01-09 16:36,-0.587,0.059,0,0,0,0,v
2017-01-09 16:42,-0.600,0.049,0,0,0,0,v
2017-01-09 16:48,-0.682,0.052,0,0,0,0,v
2017-01-09 16:54,-0.692,0.043,0,0,0,0,v
2017-01-09 17:00,-0.725,0.043,0,0,0,0,v
2017-01-09 17:06,-0.748,0.043,0,0,0,0,v
2017-01-09 17:12,-0.735,0.036,0,0,0,0,v
2017-01-09 17:18,-0.755,0.052,0,0,0,0,v
2017-01-09 17:24,-0.725,0.039,0,0,0,0,v
2017-01-09 17:30,-0.820,0.036,0,0,0,0,v
2017-01-09 17:36,-0.774,0.046,0,0,0,0,v
2017-01-09 17:42,-0.682,0.036,0,0,0,0,v
2017-01-09 17:48,-0.784,0.039,0,0,0,0,v
2017-01-09 17:54,-0.778,0.036,0,0,0,0,v
2017-01-09 18:00,-0.659,0.033,0,0,0,0,v
2017-01-09 18:06,-0.692,0.033,0,0,0,0,v
2017-01-09 18:12,-0.646,0.036,0,0,0,0,v
2017-01-09 18:18,-0.587,0.039,0,0,0,0,v
2017-01-09 18:24,-0.584,0.039,0,0,0,0,v
2017-01-09 18:30,-0.548,0.036,0,0,0,0,v
2017-01-09 18:36,-0.443,0.036,0,0,0,0,v
2017-01-09 18:42,-0.476,0.033,0,0,0,0,v
2017-01-09 18:48,-0.387,0.036,0,0,0,0,v
2017-01-09 18:54,-0.371,0.036,0,0,0,0,v
2017-01-09 19:00,-0.305,0.030,0,0,0,0,v
2017-01-09 19:06,-0.276,0.033,0,0,0,0,v
2017-01-09 19:12,-0.180,0.033,0,0,0,0,v
2017-01-09 19:18,-0.144,0.043,0,0,0,0,v
2017-01-09 19:24,-0.066,0.030,0,0,0,0,v
2017-01-09 19:30,-0.003,0.043,0,0,0,0,v
2017-01-09 19:36,0.039,0.036,0,0,0,0,v
2017-01-09 19:42,0.151,0.030,0,0,0,0,v
2017-01-09 19:48,0.194,0.033,0,0,0,0,v
2017-01-09 19:54,0.240,0.033,0,0,0,0,v
2017-01-09 20:00,0.374,0.036,0,0,0,0,v
2017-01-09 20:06,0.407,0.030,0,0,0,0,v
2017-01-09 20:12,0.469,0.033,0,0,0,0,v
2017-01-09 20:18,0.581,0.043,0,0,0,0,v
2017-01-09 20:24,0.659,0.026,0,0,0,0,v
2017-01-09 20:30,0.650,0.036,0,0,0,0,v
2017-01-09 20:36,0.781,0.026,0,0,0,0,v
2017-01-09 20:42,0.797,0.036,0,0,0,0,v
2017-01-09 20:48,0.896,0.043,0,0,0,0,v
2017-01-09 20:54,1.010,0.039,0,0,0,0,v
2017-01-09 21:00,1.037,0.039,0,0,0,0,v
2017-01-09 21:06,1.079,0.033,0,0,0,0,v
2017-01-09 21:12,1.125,0.033,0,0,0,0,v
2017-01-09 21:18,1.178,0.033,0,0,0,0,v
2017-01-09 21:24,1.234,0.036,0,0,0,0,v
2017-01-09 21:30,1.302,0.030,0,0,0,0,v
2017-01-09 21:36,1.299,0.026,0,0,0,0,v
2017-01-09 21:42,1.388,0.033,0,0,0,0,v
2017-01-09 21:48,1.453,0.030,0,0,0,0,v
2017-01-09 21:54,1.463,0.026,0,0,0,0,v
2017-01-09 22:00,1.526,0.023,0,0,0,0,v
2017-01-09 22:06,1.562,0.023,0,0,0,0,v
2017-01-09 22:12,1.621,0.023,0,0,0,0,v
2017-01-09 22:18,1.660,0.020,0,0,0,0,v
2017-01-09 22:24,1.699,0.023,0,0,0,0,v
2017-01-09 22:30,1.713,0.023,0,0,0,0,v
2017-01-09 22:36,1.709,0.039,0,0,0,0,v
2017-01-09 22:42,1.775,0.066,0,0,0,0,v
2017-01-09 22:48,1.775,0.026,0,0,0,0,v
2017-01-09 22:54,1.775,0.023,0,0,0,0,v
2017-01-09 23:00,1.814,0.026,0,0,0,0,v
2017-01-09 23:06,1.801,0.023,0,0,0,0,v
2017-01-09 23:12,1.811,0.023,0,0,0,0,v
2017-01-09 23:18,1.772,0.026,0,0,0,0,v
2017-01-09 23:24,1.785,0.023,0,0,0,0,v
2017-01-09 23:30,1.736,0.026,0,0,0,0,v
2017-01-09 23:36,1.709,0.026,0,0,0,0,v
2017-01-09 23:42,1.693,0.020,0,0,0,0,v
2017-01-09 23:48,1.650,0.020,0,0,0,0,v
2017-01-09 23:54,1.627,0.023,0,0,0,0,v
2017-01-10 00:00,1.594,0.020,0,0,0,0,v
2017-01-10 00:06,1.565,0.023,0,0,0,0,v
2017-01-10 00:12,1.526,0.020,0,0,0,0,v
2017-01-10 00:18,1.434,0.020,0,0,0,0,v
2017-01-10 00:24,1.417,0.020,0,0,0,0,v
2017-01-10 00:30,1.352,0.023,0,0,0,0,v
2017-01-10 00:36,1.329,0.016,0,0,0,0,v
2017-01-10 00:42,1.243,0.020,0,0,0,0,v
2017-01-10 00:48,1.194,0.016,0,0,0,0,v
2017-01-10 00:54,1.204,0.020,0,0,0,0,v
2017-01-10 01:00,1.070,0.026,0,0,0,0,v
2017-01-10 01:06,1.093,0.020,0,0,0,0,v
2017-01-10 01:12,1.070,0.020,0,0,0,0,v
2017-01-10 01:18,0.991,0.023,0,0,0,0,v
2017-01-10 01:24,0.955,0.023,0,0,0,0,v
2017-01-10 01:30,0.958,0.020,0,0,0,0,v
2017-01-10 01:36,0.889,0.020,0,0,0,0,v
2017-01-10 01:42,0.876,0.023,0,0,0,0,v
2017-01-10 01:48,0.840,0.026,0,0,0,0,v
2017-01-10 01:54,0.784,0.023,0,0,0,0,v
2017-01-10 02:00,0.719,0.030,0,0,0,0,v
2017-01-10 02:06,0.696,0.026,0,0,0,0,v
2017-01-10 02:12,0.719,0.023,0,0,0,0,v
2017-01-10 02:18,0.568,0.026,0,0,0,0,v
2017-01-10 02:24,0.561,0.020,0,0,0,0,v
2017-01-10 02:30,0.561,0.030,0,0,0,0,v
2017-01-10 02:36,0.499,0.030,0,0,0,0,v
2017-01-10 02:42,0.502,0.030,0,0,0,0,v
2017-01-10 02:48,0.413,0.033,0,0,0,0,v
2017-01-10 02:54,0.387,0.030,0,0,0,0,v
2017-01-10 03:00,0.338,0.033,0,0,0,0,v
2017-01-10 03:06,0.325,0.030,0,0,0,0,v
2017-01-10 03:12,0.262,0.023,0,0,0,0,v
2017-01-10 03:18,0.177,0.023,0,0,0,0,v
2017-01-10 03:24,0.200,0.026,0,0,0,0,v
2017-01-10 03:30,0.141,0.033,0,0,0,0,v
2017-01-10 03:36,0.039,0.026,0,0,0,0,v
2017-01-10 03:42,0.062,0.023,0,0,0,0,v
2017-01-10 03:48,0.003,0.033,0,0,0,0,v
2017-01-10 03:54,-0.030,0.033,0,0,0,0,v
2017-01-10 04:00,-0.066,0.030,0,0,0,0,v
2017-01-10 04:06,-0.108,0.036,0,0,0,0,v
2017-01-10 04:12,-0.121,0.043,0,0,0,0,v
2017-01-10 04:18,-0.151,0.039,0,0,0,0,v
2017-01-10 04:24,-0.197,0.033,0,0,0,0,v
2017-01-10 04:30,-0.259,0.043,0,0,0,0,v
2017-01-10 04:36,-0.246,0.056,0,0,0,0,v
2017-01-10 04:42,-0.246,0.062,0,0,0,0,v
2017-01-10 04:48,-0.312,0.056,0,0,0,0,v
2017-01-10 04:54,-0.331,0.066,0,0,0,0,v
2017-01-10 05:00,-0.338,0.062,0,0,0,0,v
2017-01-10 05:06,-0.331,0.059,0,0,0,0,v
2017-01-10 05:12,-0.374,0.069,0,0,0,0,v
2017-01-10 05:18,-0.354,0.059,0,0,0,0,v
2017-01-10 05:24,-0.322,0.059,0,0,0,0,v
2017-01-10 05:30,-0.335,0.059,0,0,0,0,v
2017-01-10 05:36,-0.364,0.066,0,0,0,0,v
2017-01-10 05:42,-0.253,0.049,0,0,0,0,v
2017-01-10 05:48,-0.322,0.062,0,0,0,0,v
2017-01-10 05:54,-0.302,0.046,0,0,0,0,v
2017-01-10 06:00,-0.259,0.036,0,0,0,0,v
2017-01-10 06:06,-0.276,0.056,0,0,0,0,v
2017-01-10 06:12,-0.259,0.056,0,0,0,0,v
2017-01-10 06:18,-0.210,0.052,0,0,0,0,v
2017-01-10 06:24,-0.164,0.046,0,0,0,0,v
2017-01-10 06:30,-0.121,0.033,0,0,0,0,v
2017-01-10 06:36,-0.121,0.046,0,0,0,0,v
2017-01-10 06:42,-0.102,0.039,0,0,0,0,v
2017-01-10 06:48,-0.020,0.039,0,0,0,0,v
2017-01-10 06:54,0.089,0.026,0,0,0,0,v
2017-01-10 07:00,0.079,0.039,0,0,0,0,v
2017-01-10 07:06,0.115,0.043,0,0,0,0,v
2017-01-10 07:12,0.217,0.039,0,0,0,0,v
2017-01-10 07:18,0.253,0.036,0,0,0,0,v
2017-01-10 07:24,0.315,0.049,0,0,0,0,v
2017-01-10 07:30,0.407,0.046,0,0,0,0,v
2017-01-10 07:36,0.420,0.049,0,0,0,0,v
2017-01-10 07:42,0.486,0.046,0,0,0,0,v
2017-01-10 07:48,0.558,0.043,0,0,0,0,v
2017-01-10 07:54,0.682,0.043,0,0,0,0,v
2017-01-10 08:00,0.699,0.049,0,0,0,0,v
2017-01-10 08:06,0.774,0.056,0,0,0,0,v
2017-01-10 08:12,0.833,0.066,0,0,0,0,v
2017-01-10 08:18,0.928,0.056,0,0,0,0,v
2017-01-10 08:24,0.994,0.062,0,0,0,0,v
2017-01-10 08:30,1.079,0.069,0,0,0,0,v
2017-01-10 08:36,1.115,0.066,0,0,0,0,v
2017-01-10 08:42,1.198,0.062,0,0,0,0,v
2017-01-10 08:48,1.227,0.075,0,0,0,0,v
2017-01-10 08:54,1.329,0.069,0,0,0,0,v
2017-01-10 09:00,1.371,0.066,0,0,0,0,v
2017-01-10 09:06,1.407,0.069,0,0,0,0,v
2017-01-10 09:12,1.447,0.066,0,0,0,0,v
2017-01-10 09:18,1.526,0.089,0,0,0,0,v
2017-01-10 09:24,1.627,0.072,0,0,0,0,v
2017-01-10 09:30,1.627,0.075,0,0,0,0,v
2017-01-10 09:36,1.660,0.082,0,0,0,0,v
2017-01-10 09:42,1.781,0.089,0,0,0,0,v
2017-01-10 09:48,1.795,0.085,0,0,0,0,v
2017-01-10 09:54,1.864,0.066,0,0,0,0,v
2017-01-10 10:00,1.926,0.075,0,0,0,0,v
2017-01-10 10:06,1.965,0.056,0,0,0,0,v
2017-01-10 10:12,2.041,0.075,0,0,0,0,v
2017-01-10 10:18,2.096,0.079,0,0,0,0,v
2017-01-10 10:24,2.159,0.089,0,0,0,0,v
2017-01-10 10:30,2.201,0.075,0,0,0,0,v
2017-01-10 10:36,2.267,0.052,0,0,0,0,v
2017-01-10 10:42,2.303,0.043,0,0,0,0,v
2017-01-10 10:48,2.329,0.056,0,0,0,0,v
2017-01-10 10:54,2.405,0.062,0,0,0,0,v
2017-01-10 11:00,2.375,0.049,0,0,0,0,v
2017-01-10 11:06,2.441,0.062,0,0,0,0,v
2017-01-10 11:12,2.493,0.036,0,0,0,0,v
2017-01-10 11:18,2.526,0.046,0,0,0,0,v
2017-01-10 11:24,2.523,0.043,0,0,0,0,v
2017-01-10 11:30,2.536,0.036,0,0,0,0,v
2017-01-10 11:36,2.533,0.043,0,0,0,0,v
2017-01-10 11:42,2.536,0.039,0,0,0,0,v
2017-01-10 11:48,2.513,0.036,0,0,0,0,v
2017-01-10 11:54,2.516,0.033,0,0,0,0,v
2017-01-10 12:00,2.474,0.030,0,0,0,0,v
2017-01-10 12:06,2.523,0.030,0,0,0,0,v
